CHROM	n	nSNP	p0	p1	Md_p	GENPOS	POS	pi	pf	pr1	pr2
Chr01	0	190	0	200	100.0	3.764271479861637	468027.5210526316	62054	916645	0.9423756374326169	0.05762436256738312
Chr01	1	200	10	220	115.0	4.429104061627662	537551.89	85568	991980	0.9488282841324146	0.0511717158675854
Chr01	2	260	20	290	155.0	6.070775421969468	726273.3	157472	1328278	0.9606371416403189	0.03936285835968107
Chr01	3	270	30	310	170.0	6.744153107735623	800000.2666666667	212613	1502103	0.9605237563107161	0.03947624368928388
Chr01	4	290	40	340	190.0	7.677874893187063	905598.0586206897	379179	1711395	0.9654301639214713	0.03456983607852866
Chr01	5	280	50	340	195.0	7.864814518942116	924193.2392857143	391864	1711395	0.9641955269186667	0.03580447308133326
Chr01	6	270	60	340	200.0	8.063974560017591	943900.9037037037	392254	1711395	0.9628694353230618	0.0371305646769382
Chr01	7	260	70	340	205.0	8.277567277329796	965004.8192307692	401434	1711395	0.9614413366816411	0.0385586633183589
Chr01	8	250	80	340	210.0	8.491651702529891	986400.0	446098	1711395	0.9598989901489067	0.04010100985109325
Chr01	9	380	90	480	285.0	11.580463415769056	1360891.8184210525	447358	2299157	0.9716879317997194	0.028312068200280583
Chr01	10	370	100	480	290.0	11.798855776547985	1385141.645945946	478495	2299157	0.9709227407672795	0.0290772592327206
Chr01	11	400	110	520	315.0	12.714283397072755	1503357.785	499840	2454489	0.9747398979981632	0.02526010200183673
Chr01	12	390	120	520	320.0	12.931411611875268	1528965.776923077	507906	2454489	0.9740922030750392	0.02590779692496075
Chr01	13	390	130	530	330.0	13.31743589086646	1579175.0948717948	526435	2486879	0.9707251991994534	0.029274800800546535
Chr01	14	380	140	530	335.0	13.548707163787462	1606541.097368421	565856	2486879	0.9699548097047023	0.030045190295297758
Chr01	15	370	150	530	340.0	13.76347003318447	1633120.0567567567	655872	2486879	0.9700436784354599	0.02995632156454003
Chr01	16	360	160	530	345.0	13.966145634152472	1659830.6666666667	699208	2486879	0.9706004472808893	0.029399552719110586
Chr01	17	350	170	530	350.0	14.167706835975672	1686993.7085714287	747736	2486879	0.9697604600603433	0.03023953993965661
Chr01	18	340	180	530	355.0	14.365869894730384	1712770.9588235293	854252	2486879	0.9705050487549287	0.029494951245071347
Chr01	19	400	190	600	395.0	15.607859029493893	1888950.26	923953	2788471	0.9730100992745635	0.02698990072543649
Chr01	20	390	200	600	400.0	15.795655211701028	1913401.076923077	980677	2788471	0.9723180505380138	0.02768194946198614
Chr01	21	380	210	600	405.0	15.979772659293653	1937711.6868421054	992029	2788471	0.9724667711662072	0.027533228833792806
Chr01	22	370	220	600	410.0	16.169981186529323	1962813.708108108	1034163	2788471	0.9717226298463749	0.028277370153625046
Chr01	23	360	230	600	415.0	16.36370352839986	1987012.1694444444	1104038	2788471	0.9709371473421076	0.02906285265789241
Chr01	24	350	240	600	420.0	16.559653995630526	2010959.5342857144	1204142	2788471	0.9710591610756917	0.028940838924308376
Chr01	25	360	250	620	435.0	17.02760454035323	2078071.7194444444	1219716	2853139	0.9717704806754409	0.02822951932455907
Chr01	26	350	260	620	440.0	17.22466857177668	2102587.517142857	1220795	2853139	0.9709639229804535	0.02903607701954647
Chr01	27	340	270	620	445.0	17.419841585099658	2127314.1411764706	1291664	2853139	0.9701099207151727	0.029890079284827245
Chr01	28	350	280	640	460.0	17.910791827556697	2196307.2914285716	1328385	3030008	0.9687994202492451	0.03120057975075476
Chr01	29	340	290	640	465.0	18.082638847066182	2219480.844117647	1435439	3030008	0.9698425404526544	0.030157459547345583
Chr01	30	350	300	660	480.0	18.527998789727786	2289716.6114285714	1507691	3200540	0.9698528118693425	0.030147188130657594
Chr01	31	340	310	660	485.0	18.66547562956552	2310434.867647059	1626868	3200540	0.9689661298654996	0.03103387013450046
Chr01	32	350	320	680	500.0	19.0734785218888	2382768.117142857	1647285	3286682	0.9708051928217234	0.02919480717827663
Chr01	33	340	330	680	505.0	19.213298973514426	2403230.9470588234	1711396	3286682	0.9705347573164799	0.029465242683520063
Chr01	34	330	340	680	510.0	19.357092832434915	2424025.403030303	1783245	3286682	0.969641871174555	0.0303581288254449
Chr01	35	320	350	680	515.0	19.494971572882058	2443832.38125	1795011	3286682	0.9686931796487599	0.03130682035124006
Chr01	36	310	360	680	520.0	19.640291084920005	2464728.7612903225	1800439	3286682	0.9676832822180748	0.032316717781925214
Chr01	37	300	370	680	525.0	19.78646438898769	2486026.6466666665	1857109	3286682	0.9666060582920106	0.033393941707989386
Chr01	38	290	380	680	530.0	19.928619994772824	2507341.524137931	1878767	3286682	0.9654545430607006	0.03454545693929937
Chr01	39	280	390	680	535.0	20.076261452543545	2529753.0464285715	1882914	3286682	0.9642207767414399	0.03577922325856007
Chr01	40	270	400	680	540.0	20.21908118710769	2552562.6074074074	1944445	3286682	0.9628956203244562	0.03710437967554378
Chr01	41	260	410	680	545.0	20.35658379034032	2575940.823076923	1966645	3286682	0.9614685287984738	0.03853147120152624
Chr01	42	250	420	680	550.0	20.487189621897354	2599527.028	2046151	3286682	0.9599272699504127	0.040072730049587287
Chr01	43	240	430	680	555.0	20.61475492455344	2622297.558333333	2062285	3286682	0.9582575728650132	0.04174242713498674
Chr01	44	240	440	690	565.0	20.87106314808095	2673842.5	2110101	3324007	0.9582575728650132	0.041742427134986756
Chr01	45	230	450	690	570.0	21.003634837838128	2696970.9695652174	2192031	3324007	0.9564426847287094	0.043557315271290524
Chr01	46	220	460	690	575.0	21.121778602060047	2718251.6863636365	2271028	3324007	0.9544628067618326	0.045537193238167364
Chr01	47	240	470	720	595.0	21.64072575471963	2821687.0166666666	2299176	3553789	0.9564088217332332	0.04359117826676694
Chr01	48	230	480	720	600.0	21.762286035179482	2844312.9913043478	2308630	3553789	0.9545135531129388	0.04548644688706117
Chr01	49	220	490	720	605.0	21.892749755301967	2868636.7636363637	2309489	3553789	0.9524459873453452	0.04755401265465486
Chr01	50	210	500	720	610.0	22.027638776433154	2892964.7523809522	2385648	3553789	0.9501815105522664	0.04981848944773367
Chr01	51	220	510	740	625.0	22.613081411803016	2987734.409090909	2454501	3737749	0.952652599366382	0.047347400633617955
Chr01	52	240	520	770	645.0	23.348219747922712	3122011.3541666665	2486943	4068261	0.9549373920728697	0.04506260792713039
Chr01	53	230	530	770	650.0	23.511588353202452	3148922.6	2524909	4068261	0.9529695926000692	0.04703040739993084
Chr01	54	220	540	770	655.0	23.677987415723486	3177063.2772727273	2547868	4068261	0.9508220854128577	0.04917791458714229
Chr01	55	210	550	770	660.0	23.840473516246398	3206252.761904762	2606531	4068261	0.9484690751455304	0.05153092485446967
Chr01	56	210	560	780	670.0	24.172205113713197	3276417.9238095237	2647809	4125260	0.9466187662119351	0.053381233788064884
Chr01	57	200	570	780	675.0	24.329010899858496	3307752.1	2656095	4125260	0.9439227443034469	0.05607725569655301
Chr01	58	190	580	780	680.0	24.499284019959898	3341731.252631579	2672688	4125260	0.9409399115536303	0.05906008844636966
Chr01	59	180	590	780	685.0	24.683210382083477	3377931.2444444443	2788793	4125260	0.9438073796194729	0.056192620380527095
Chr01	60	190	600	800	700.0	25.186046821776923	3494909.136842105	2810408	4302965	0.9409399115536303	0.05906008844636966
Chr01	61	180	610	800	705.0	25.36754571275377	3531352.9833333334	2881518	4302965	0.9415545133263062	0.05844548667369379
Chr01	62	170	620	800	710.0	25.5285589416202	3569136.394117647	2902033	4302965	0.9380756153100149	0.06192438468998509
Chr01	63	170	630	810	720.0	25.846826821674295	3656633.876470588	3030109	4588919	0.93933824216296	0.060661757837039906
Chr01	64	170	640	820	730.0	26.199525139850824	3750305.4764705882	3066269	4721979	0.937684803009521	0.06231519699047908
Chr01	65	170	650	830	740.0	26.606942698746742	3846726.3647058825	3200645	4796601	0.9396689299936479	0.06033107000635211
Chr01	66	160	660	830	745.0	26.800199027955863	3885844.025	3238351	4796601	0.9358505078413472	0.06414949215865288
Chr01	67	160	670	840	755.0	27.243892422579087	3983708.7125	3286721	4852802	0.9286823049953159	0.07131769500468403
Chr01	68	150	680	840	760.0	27.484890734431005	4028614.3866666667	3325158	4852802	0.9261157940715761	0.07388420592842396
Chr01	69	140	690	840	765.0	27.750860556188925	4078093.9	3365638	4852802	0.9247144359943579	0.07528556400564224
Chr01	70	130	700	840	770.0	28.02851123911111	4131849.730769231	3402336	4852802	0.918832751306417	0.08116724869358304
Chr01	71	140	710	860	785.0	28.64531093972332	4295883.671428571	3553797	5014125	0.919695134093944	0.08030486590605607
Chr01	72	130	720	860	790.0	28.784535914870034	4345653.376923077	3723921	5014125	0.9134213164450333	0.08657868355496669
Chr01	73	120	730	860	795.0	28.910893411058403	4396722.558333334	3737820	5014125	0.9103214280081717	0.08967857199182826
Chr01	74	110	740	860	800.0	29.05402181924936	4453220.6454545455	3797730	5014125	0.9020178565274469	0.09798214347255309
Chr01	75	100	750	860	805.0	29.22350987643486	4513297.3	4006304	5014125	0.8920196786220843	0.10798032137791568
Chr01	76	140	760	910	835.0	30.288394353297033	4881201.192857143	4068262	5645136	0.9220013535687082	0.07799864643129185
Chr01	77	140	770	920	845.0	30.63720980351488	4998723.742857143	4125295	5757653	0.9206995378784032	0.07930046212159673
Chr01	78	130	780	920	850.0	30.853258192450877	5062833.123076923	4175876	5757653	0.9145522152333183	0.08544778476668173
Chr01	79	130	790	930	860.0	31.21575729533417	5180063.484615385	4420932	5765081	0.9217784100435978	0.07822158995640206
Chr01	80	140	800	950	875.0	31.638923479948406	5323535.985714286	4589012	5926255	0.9242727861820134	0.07572721381798672
Chr01	81	140	810	960	885.0	31.916968480404513	5418562.121428572	4722010	6022084	0.9278699084841716	0.07213009151582844
Chr01	82	190	820	1020	920.0	32.55926046615473	5746220.647368421	4818751	6607184	0.9460701090615512	0.053929890938448806
Chr01	83	490	830	1330	1080.0	34.745062390570254	7519462.085714285	4852965	10634227	0.9794452289010391	0.02055477109896088
Chr01	84	540	840	1390	1115.0	35.20419252251713	7973497.775925926	4952291	11576197	0.9798848413559392	0.020115158644060733
Chr01	85	590	850	1450	1150.0	35.60667859816052	8470441.883050848	5016503	13122722	0.9824345301829568	0.017565469817043274
Chr01	86	600	860	1470	1165.0	35.78466609011376	8682707.246666666	5345744	13355836	0.9798935156931765	0.020106484306823498
Chr01	87	590	870	1470	1170.0	35.85595963563741	8738733.140677966	5476197	13355836	0.9795509861479154	0.020449013852084547
Chr01	88	580	880	1470	1175.0	35.92498232666905	8794968.83275862	5482199	13355836	0.9791965838281219	0.020803416171878038
Chr01	89	570	890	1470	1180.0	35.99114694893494	8852098.101754386	5571297	13355836	0.9800894437091925	0.01991055629080761
Chr01	90	560	900	1470	1185.0	36.05493406540041	8909868.628571428	5645163	13355836	0.9815273152300038	0.018472684769996257
Chr01	91	860	910	1780	1345.0	37.68137292013587	12416083.953488372	5757683	27317774	0.9881271883516893	0.011872811648310652
Chr01	92	1020	920	1950	1435.0	38.439064126409676	15410527.391176471	5765083	32434012	0.9897141456555394	0.010285854344460686
Chr01	93	1010	930	1950	1440.0	38.49515934965091	15505724.731683169	5816183	32434012	0.9896120021168655	0.010387997883134575
Chr01	94	1130	940	2080	1510.0	39.03671882476017	17793680.090265486	5926266	36173015	0.9907011875711056	0.009298812428894515
Chr01	95	1120	950	2080	1515.0	39.08853955059501	17899199.71785714	6036731	36173015	0.9909163578567316	0.009083642143268383
Chr01	96	1110	960	2080	1520.0	39.140306876836995	18005712.178378377	6094554	36173015	0.9908343014688069	0.00916569853119312
Chr01	97	1100	970	2080	1525.0	39.19274104876466	18113633.291818183	6256877	36173015	0.9907507490665171	0.009249250933482939
Chr01	98	1090	980	2080	1530.0	39.24489050119135	18222083.82844037	6370005	36173015	0.9906656593615172	0.009334340638482784
Chr01	99	1080	990	2080	1535.0	39.29572235920056	18331284.225	6487605	36173015	0.9905789895320048	0.009421010467995159
Chr01	100	1080	1000	2090	1545.0	39.38126529357957	18606231.21574074	6558348	36269123	0.9905789895320048	0.009421010467995157
Chr01	101	1090	1010	2110	1560.0	39.50100313274594	19042148.741284404	6699276	36481869	0.9906570642043916	0.009342935795608456
Chr01	102	1080	1020	2110	1565.0	39.546816402237404	19155713.489814814	6961885	36481869	0.990570233946068	0.009429766053931954
Chr01	103	1070	1030	2110	1570.0	39.58995549295348	19269512.04485981	7010682	36481869	0.9904817746022225	0.00951822539777747
Chr01	104	1060	1040	2110	1575.0	39.63315531463137	19384967.18018868	7075521	36481869	0.9903916398920163	0.0096083601079837
Chr01	105	1050	1050	2110	1580.0	39.67603330602018	19501806.691428572	7143559	36481869	0.9902997817647889	0.009700218235211076
Chr01	106	1040	1060	2110	1585.0	39.71879328858865	19620119.834615383	7291619	36481869	0.9902061503146421	0.009793849685357903
Chr01	107	1030	1070	2110	1590.0	39.76087281864407	19739288.033980582	7395777	36481869	0.9901106936900284	0.009889306309971526
Chr01	108	1020	1080	2110	1595.0	39.80262769315651	19859324.199019607	7602795	36481869	0.9900133579980012	0.009986642001998808
Chr01	109	1010	1090	2110	1600.0	39.84444611102424	19980585.304950494	7618216	36481869	0.9899140872027528	0.010085912797247304
Chr01	110	1000	1100	2110	1605.0	39.88685754474428	20103797.418	7692338	36481869	0.9898128230180414	0.010187176981958623
Chr01	111	990	1110	2110	1610.0	39.92995862776623	20229154.694949497	7693982	36481869	0.9897199308267165	0.010280069173283474
Chr01	112	1020	1120	2150	1635.0	40.11404246619276	21005844.80490196	7762117	37469497	0.9900231777049845	0.00997682229501552
Chr01	113	1010	1130	2150	1640.0	40.15818624563824	21136793.005940594	7807887	37469497	0.9899241030049347	0.010075896995065328
Chr01	114	1000	1140	2150	1645.0	40.203048040934256	21269886.825	7871662	37469497	0.9898230408485148	0.01017695915148524
Chr01	115	990	1150	2150	1650.0	40.24859909482502	21404955.037373737	7905949	37469497	0.9897199308267165	0.01028006917328347
