CHROM	n	nSNP	p0	p1	Md_p	GENPOS	POS	pi	pf	pr1	pr2
Chr01	0	340	0	350	175.0	15.730484651834827	1993215.344117647	72791	4006263	0.9677959518813771	0.032204048118622854
Chr01	1	330	10	350	180.0	16.187012896804642	2048665.1151515152	391839	4006263	0.9678302766599397	0.03216972334006023
Chr01	2	320	20	350	185.0	16.606376002828465	2099710.49375	459234	4006263	0.9668218213828218	0.033178178617178096
Chr01	3	310	30	350	190.0	17.015188068875357	2151592.622580645	536149	4006263	0.9657480939194827	0.034251906080517196
Chr01	4	300	40	350	195.0	17.419724156694045	2204221.3233333332	655716	4006263	0.9646025452211376	0.035397454778862254
Chr01	5	290	50	350	200.0	17.78652123898934	2256229.0103448275	718692	4006263	0.9633777197962635	0.03662228020373638
Chr01	6	290	60	360	210.0	18.480554577605247	2368776.544827586	923997	4193773	0.9628010185275209	0.03719898147247919
Chr01	7	280	70	360	215.0	18.835916011302647	2419040.3964285715	992060	4193773	0.9614677217005503	0.03853227829944976
Chr01	8	270	80	360	220.0	19.1926136392256	2468204.274074074	1193877	4193773	0.9612744523709549	0.03872554762904516
Chr01	9	260	90	360	225.0	19.542489755812845	2516336.6807692307	1220234	4193773	0.9597792574818025	0.04022074251819749
Chr01	10	250	100	360	230.0	19.892978535794914	2565732.672	1328276	4193773	0.9595026547032939	0.04049734529670609
Chr01	11	260	110	380	245.0	20.910506522551877	2765681.4923076923	1500034	4818952	0.9593112573967116	0.04068874260328841
Chr01	12	430	120	560	340.0	26.866514648953427	4748859.239534884	1626760	9633976	0.9761847437158329	0.023815256284167242
Chr01	13	700	130	840	485.0	32.5581252589947	11802648.157142857	1700537	36170466	0.9853969488687341	0.014603051131265872
Chr01	14	690	140	840	490.0	32.81906659405431	11948624.578260869	1783867	36170466	0.9851846952185703	0.01481530478142962
Chr01	15	680	150	840	495.0	33.081644907594	12097977.136764705	1800439	36170466	0.9849661803987853	0.015033819601214719
Chr01	16	670	160	840	500.0	33.347648963821776	12251287.13283582	1857145	36170466	0.9847411232191263	0.015258876780873622
Chr01	17	660	170	840	505.0	33.615221486929514	12408578.05151515	1878821	36170466	0.9845092253957088	0.015490774604291154
Chr01	18	650	180	840	510.0	33.878151432294516	12569664.084615385	2057848	36170466	0.9842701702320623	0.01572982976793762
Chr01	19	640	190	840	515.0	34.1312800389901	12733115.0125	2270272	36170466	0.9840236211761385	0.01597637882386141
Chr01	20	820	200	1030	615.0	37.709523157577415	19655023.319512196	2309079	46308621	0.9871317077958962	0.012868292204103808
Chr01	21	810	210	1030	620.0	37.93966159904553	19868547.445679013	2474246	46308621	0.9869724467537663	0.013027553246233805
Chr01	22	850	220	1080	650.0	39.120006433937114	21639826.692941178	2525323	46827089	0.9878775964880364	0.012122403511963588
Chr01	23	840	230	1080	655.0	39.3487352046175	21867272.49642857	2547897	46827089	0.9877329377349103	0.012267062265089645
Chr01	24	830	240	1080	660.0	39.57662239186827	22099657.743373495	2606567	46827089	0.9875847848090035	0.012415215190996526
Chr01	25	870	250	1130	690.0	40.69480611379893	23761180.95632184	2656095	47261867	0.9877728899637345	0.012227110036265507
Chr01	26	860	260	1130	695.0	40.92265934861378	24006499.245348837	2682335	47261867	0.9876303828537546	0.012369617146245291
Chr01	27	850	270	1130	700.0	41.150878076643814	24256374.34352941	2881518	47261867	0.98748451472703	0.012515485272969883
Chr01	28	850	280	1140	710.0	41.53294765252	24777603.883529413	3050512	47262100	0.9879848008385744	0.012015199161425587
Chr01	29	900	290	1200	745.0	42.69351926894543	26530660.676666666	3200540	47629780	0.988158871566444	0.011841128433556062
Chr01	30	890	300	1200	750.0	42.909013575386034	26792554.956179775	3238395	47629780	0.9880255255255255	0.011974474474474486
Chr01	31	880	310	1200	755.0	43.12662500432306	27059275.5125	3370913	47629780	0.9882687927107062	0.01173120728929386
Chr01	32	870	320	1200	760.0	43.32577882051795	27329514.66321839	3723948	47629780	0.9881336405529955	0.011866359447004617
Chr01	33	860	330	1200	765.0	43.51173331210768	27603198.25	3922542	47629780	0.987995337995338	0.012004662004662013
Chr01	34	930	340	1280	810.0	44.87254396270441	29609835.45376344	4006304	48365199	0.9886844765217494	0.01131552347825058
Chr01	35	950	350	1310	830.0	45.495045242235996	30475311.982105263	4240052	48613821	0.9865759804695096	0.013424019530490385
Chr01	36	940	360	1310	835.0	45.67559574557655	30752107.719148938	4589029	48613821	0.9867880072405729	0.013211992759427093
Chr01	37	930	370	1310	840.0	45.84672904647522	31032223.52150538	4819243	48613821	0.9877222161452077	0.012277783854792291
Chr01	38	920	380	1310	845.0	46.00642708189055	31314261.95326087	5337345	48613821	0.9875886167561457	0.012411383243854232
Chr01	39	910	390	1310	850.0	46.16000034106705	31597864.516483516	5571437	48613821	0.9874520778865764	0.012547922113423584
Chr01	40	900	400	1310	855.0	46.31014646313596	31885200.937777776	5832800	48613821	0.9873265986654421	0.012673401334557821
Chr01	41	890	410	1310	860.0	46.45779564129625	32176364.935955055	6093919	48613821	0.9871842008976381	0.01281579910236184
Chr01	42	880	420	1310	865.0	46.606222003874834	32471919.8125	6256997	48613821	0.9870385668169295	0.012961433183070498
Chr01	43	870	430	1310	870.0	46.75174964472762	32770378.5	6796409	48613821	0.9868895848263195	0.013110415173680504
Chr01	44	860	440	1310	875.0	46.88969393981805	33070535.28139535	7012534	48613821	0.9867371381382535	0.013262861861746557
Chr01	45	850	450	1310	880.0	47.028048830462964	33375870.76470588	7143630	48613821	0.9865811044692917	0.013418895530708281
Chr01	46	840	460	1310	885.0	47.16678785169504	33685829.88690476	7396037	48613821	0.9864213557129737	0.013578644287026237
Chr01	47	830	470	1310	890.0	47.306769178735344	34000513.820481926	7656727	48613821	0.9862577575890337	0.013742242410966311
Chr01	48	820	480	1310	895.0	47.44933283608039	34321416.23048781	7725056	48613821	0.9860901692669487	0.013909830733051267
Chr01	49	810	490	1310	900.0	47.59484540782282	34648827.58888889	7871652	48613821	0.9859184429616025	0.014081557038397578
Chr01	50	800	500	1310	905.0	47.74359643495214	34983148.0075	7956507	48613821	0.9857424234986224	0.014257576501377548
Chr01	51	790	510	1310	910.0	47.894484071104856	35317959.91772152	9291966	48613821	0.9855619478467063	0.01443805215329372
Chr01	52	780	520	1310	915.0	48.04564096591215	35650982.56025641	9413885	48613821	0.9853768446139718	0.014623155386028255
Chr01	53	770	530	1310	920.0	48.199646473739605	35991457.551948056	9451597	48613821	0.9851869335050623	0.014813066494937714
Chr01	54	760	540	1310	925.0	48.35613933210664	36339479.530263156	9607636	48613821	0.984992024735392	0.015007975264607946
Chr01	55	750	550	1310	930.0	48.515376041564515	36695594.15866667	9634031	48613821	0.9850585850651974	0.01494141493480272
Chr01	56	740	560	1310	935.0	48.67730321307307	37060278.26081081	10013104	48613821	0.9848566740525648	0.015143325947435187
Chr01	57	730	570	1310	940.0	48.83322218690956	37429434.83287671	10189442	48613821	0.9846492312313672	0.015350768768632929
Chr01	58	720	580	1310	945.0	48.98557053241329	37802473.825	11195169	48613821	0.9844360261095806	0.0155639738904195
Chr01	59	710	590	1310	950.0	49.135590476671894	38172551.4028169	11876454	48613821	0.9842168152097155	0.015783184790284562
Chr01	60	700	600	1310	955.0	49.287169537959095	38538247.428571425	13065282	48613821	0.9839913411412828	0.0160086588587172
Chr01	61	690	610	1310	960.0	49.437212860661724	38903622.47826087	13548202	48613821	0.9837593315926058	0.016240668407394257
Chr01	62	680	620	1310	965.0	49.58678673464752	39274778.72794118	14094831	48613821	0.9835204982336735	0.016479501766326527
Chr01	63	670	630	1310	970.0	49.73090067035763	39647402.110447764	14662137	48613821	0.9832745355207433	0.016725464479256772
