CHROM	n	nSNP	p0	p1	Md_p	GENPOS	POS	pi	pf	pr1	pr2
Chr01	0	160	0	170	85.0	2.3572624894447896	337514.5375	22587	565923	0.9209183951891404	0.07908160481085959
Chr01	1	150	10	170	90.0	2.513390026068607	355920.38	72832	565923	0.9178685104239721	0.08213148957602802
Chr01	2	140	20	170	95.0	2.6827243647188572	374214.1214285714	107867	565923	0.9205734023113988	0.0794265976886011
Chr01	3	140	30	180	105.0	3.0789617687431092	410260.3714285714	157457	655885	0.858993316439695	0.14100668356030502
Chr01	4	130	40	180	110.0	3.265420868702339	429144.0	167488	655885	0.8622492125760817	0.13775078742391822
Chr01	5	120	50	180	115.0	3.4712867246094645	450478.26666666666	212565	655885	0.8705555575555551	0.12944444244444483
Chr01	6	110	60	180	120.0	3.647862977985846	472043.7181818182	213697	655885	0.8648484870303026	0.1351515129696974
Chr01	7	100	70	180	125.0	3.787157408686268	484323.67	391839	655885	0.8513333357333329	0.14866666426666716
Chr01	8	90	80	180	130.0	3.931593735218091	494576.5333333333	392223	655885	0.834814817481481	0.16518518251851905
Chr01	9	80	90	180	135.0	4.1100065118899884	507102.625	400536	655885	0.8141666696666661	0.18583333033333396
Chr01	10	70	100	180	140.0	4.287680382901598	518750.1	445978	655885	0.7876190510476183	0.21238094895238163
Chr01	11	60	110	180	145.0	4.4746259931907515	530658.7	451964	655885	0.757777781777777	0.242222218222223
Chr01	12	50	120	180	150.0	4.66012506984161	543603.8	478536	655885	0.7093333381333323	0.2906666618666676
Chr01	13	40	130	180	155.0	4.81150533832754	556446.65	499884	655885	0.6666666666666666	0.3333333333333333
Chr01	14	30	140	180	160.0	4.984316666158462	572292.9333333333	526165	655885	0.5666666666666667	0.43333333333333335
Chr01	15	20	150	180	165.0	5.2445052325549995	594214.6	537699	655885	0.35	0.65
Chr01	16	20	160	190	175.0	6.251072619278667	660732.7	603009	700648	0.0	1.0
